franchise,player,pos,before_status,after_status,before_salary,after_salary,before_contractYear,after_contractYear,before_contractInfo,after_contractInfo,status_changed,contractInfo_changed,salary_changed
Pure Greatness,"Mayfield, Baker",QB,FL,Vet-FAA-FL,26000,26000,1,1,"CL 2| TCV 62K| AAV 31K| Y1-36, Y2-26,","CL 2| TCV 62K| AAV 31K| Y1-36, Y2-26,",Y,,
Pure Greatness,"Olave, Chris",WR,FL,Vet-Ext2-FL,11000,11000,1,1,"CL 2| TCV 62K| AAV 31K| Y1-51, Y2-11| Ext: Blake","CL 2| TCV 62K| AAV 31K| Y1-51, Y2-11| Ext: Blake| restructure: 2025",Y,Y,
Pure Greatness,"Payton, Cole",QB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Pure Greatness,"Sarratt, Elijah",WR,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Pure Greatness,"Schultz, Dalton",TE,Veteran,Vet-FAA,4000,4000,1,1,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4","CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",Y,,
Pure Greatness,"Smith, Tykee",S,Veteran,Vet-Ext1,4000,4000,1,1,CL 2| TCV 5K| AAV 4K|Y1-1 Y2-4 | Ext: LH,CL 2| TCV 5K| AAV 4K|Y1-1 Y2-4 | Ext: LH,Y,,
Pure Greatness,"Thomas Jr., Brian",WR,Rookie,Rookie-Draft,5000,5000,1,1,CL 3| TCV 15K| AAV 5K,CL 3| TCV 15K| AAV 5K,Y,,
Pure Greatness,"Thornton, Dont'e",WR,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
Pure Greatness,"Trotter, Josiah",LB,R,Rookie-Draft,1000,1000,3,3,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",Y,,
Pure Greatness,"Wallace, Trevin",LB,(blank),Rookie-Draft,(blank),1000,(blank),1,(blank),CL 3| TCV 3K| AAV 1K,Y,Y,Y
Pure Greatness,"Williams, Savion",WR,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
Real Deal Creel,"Benson, Trey",RB,Rookie,Rookie-Draft,6000,6000,1,1,CL 3| TCV 18K| AAV 6K,CL 3| TCV 18K| AAV 6K,Y,,
Real Deal Creel,"Boutte, Kayshon",WR,Vet-ERA,Vet-ERA,2000,2000,1,1,CL 1| TCV 2K| AAV 2K,CL 1| TCV 2K| AAV 2K,,,
Real Deal Creel,"Coleman, Keon",WR,Rookie,Rookie-Draft,5000,5000,1,1,CL 3| TCV 15K| AAV 5K,CL 3| TCV 15K| AAV 5K,Y,,
Real Deal Creel,"Concepcion, KC",WR,R,Rookie-Draft,9000,9000,3,3,"CL 3|TCV 27K|AAV 9K|Y1-9K, Y2-9K, Y3-9K|GTD: 20.3K|Keep Option as Y4Option =14K","CL 3|TCV 27K|AAV 9K|Y1-9K, Y2-9K, Y3-9K, Y4-14K Option|GTD: 20.3K",Y,Y,
Real Deal Creel,"Cooper Jr., Omar",WR,R,Rookie-Draft,7000,7000,3,3,"CL 3|TCV 21K|AAV 7K|Y1-7K, Y2-7K, Y3-7K|GTD: 15.8K|Keep Option as Y4Option =12K","CL 3|TCV 21K|AAV 7K|Y1-7K, Y2-7K, Y3-7K, Y4-12K Option|GTD: 15.8K",Y,Y,
Real Deal Creel,"Etienne, Travis",RB,TAG,Tag,19000,19000,1,1,CL 1| TCV 19K| AAV 19K| GTD 14.3K| Tag| Tier 3| Formula: Avg Top 9-31 RB AAV | 10% salary floor (rounded up),CL 1| TCV 19K| AAV 19K| GTD 14.3K| Tag| Tier 3| Formula: Avg Top 9-31 RB AAV | 10% salary floor (rounded up),Y,,
Real Deal Creel,"Fant, Noah",TE,Veteran,Vet-FAA,4000,4000,1,1,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4","CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",Y,,
Real Deal Creel,"Goedert, Dallas",TE,Veteran,Vet-FAA,7000,7000,1,1,CL 2| TCV 14K| AAV 7K,CL 2| TCV 14K| AAV 7K,Y,,
Real Deal Creel,"Harrison Jr., Marvin",WR,Rookie,Rookie-Draft,14000,14000,1,1,CL 3| TCV 42K| AAV 14K,CL 3| TCV 42K| AAV 14K,Y,,
Real Deal Creel,"Henderson, TreVeyon",RB,Rookie,Rookie-Draft,12000,12000,2,2,CL 3| TCV 36K| AAV 12K | Option Eligible,CL 3| TCV 36K| AAV 12K | Option Eligible,Y,,
Real Deal Creel,"Karlaftis, George",DE,Veteran,Vet-FAA,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Mayer, Michael",TE,Vet-ERA,Vet-ERA,2000,2000,1,1,CL 1| TCV 2K| AAV 2K,CL 1| TCV 2K| AAV 2K,,,
Real Deal Creel,"McDonald, Will",DE,Vet-ERA,Vet-ERA,1000,1000,1,1,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,,,
Real Deal Creel,"McMillan, Tetairoa",WR,Rookie,Rookie-Draft,7000,7000,2,2,CL 3| TCV 21K| AAV 7K | Option Eligible,CL 3| TCV 21K| AAV 7K | Option Eligible,Y,,
Real Deal Creel,"Miller, Kendre",RB,Vet-ERA,Vet-ERA,1000,1000,1,1,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,,,
Real Deal Creel,"Pearce, James",DE,Rookie,Rookie-Draft,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Rodriguez, Chris",RB,Vet-ERA,Vet-ERA,3000,3000,1,1,CL 1| TCV 3K| AAV 3K,CL 1| TCV 3K| AAV 3K,,,
Real Deal Creel,"Sanders, Ja'Tavion",TE,Veteran,Vet-MYM,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Stribling, De'Zhaun",WR,R,Rookie-Draft,5000,5000,3,3,"CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K","CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K",Y,,
Real Deal Creel,"Styles, Sonny",LB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Real Deal Creel,"Thornton, Tyquan",WR,Veteran,Vet-MYM,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Watson, Christian",WR,Veteran,Vet-WW,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Watson, Deshaun",QB,Veteran,Vet-FAA,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Real Deal Creel,"Young, Zion",DE,R,Rookie-Draft,1000,1000,3,3,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",Y,,
Sex Manther,"Achane, De'Von",RB,Veteran,Vet-Ext2,25000,25000,2,2,CL 3| TCV 55K| AAV 25K| Ext: Gride,CL 3| TCV 55K| AAV 25K| Ext: Gride,Y,,
Sex Manther,"Bagent, Tyson",QB,MYM - Vet,Vet-MYM,1000,1000,1,1,"CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K","CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K",Y,,
Sex Manther,"Bain Jr., Rueben",DE,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"Brooks, Jonathon",RB,Rookie,Rookie-Draft,7000,7000,1,1,CL 3| TCV 21K| AAV 7K,CL 3| TCV 21K| AAV 7K,Y,,
Sex Manther,"Brooks, Tahj",RB,Rookie,Rookie-Draft,2000,2000,2,2,CL 3| TCV 6K| AAV 2K,CL 3| TCV 6K| AAV 2K,Y,,
Sex Manther,"Burton, Jermaine",WR,(blank),Rookie-Draft,(blank),5000,(blank),1,(blank),CL 3| TCV 15K| AAV 5K,Y,Y,Y
Sex Manther,"Campbell, Jihaad",LB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
Sex Manther,"Chism, Efton",WR,MYM - Rookie,Rookie-MYM,1000,1000,1,1,"CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K","CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K",Y,,
Sex Manther,"Croskey-Merritt, Jacory",RB,Rookie,Rookie-Draft,2000,2000,2,2,CL 3| TCV 6K| AAV 2K,CL 3| TCV 6K| AAV 2K,Y,,
Sex Manther,"Dell, Tank",WR,Veteran,Vet-MYM,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Sex Manther,"Delp, Oscar",TE,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"Fannin, Harold",TE,Rookie,Rookie-Draft,5000,5000,2,2,CL 3| TCV 15K| AAV 5K,CL 3| TCV 15K| AAV 5K,Y,,
Sex Manther,"Gadsden, Oronde",TE,Rookie,Rookie-FAA,4000,4000,2,2,CL 3| TCV 12K| AAV 4K,CL 3| TCV 12K| AAV 4K,Y,,
Sex Manther,"Haulcy, A.J.",S,R,Rookie-Draft,1000,1000,3,3,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",Y,,
Sex Manther,"Higgins, Jayden",WR,(blank),Rookie-Draft,(blank),5000,(blank),2,(blank),CL 3| TCV 15K| AAV 5K,Y,Y,Y
Sex Manther,"Hill, Tyreek",WR,Veteran,Vet-FAA,62000,62000,1,1,"CL 2| TCV 142K| AAV 62K| Y1-80K, Y2-62K","CL 2| TCV 142K| AAV 62K| Y1-80K, Y2-62K",Y,,
Sex Manther,"Hunter, Travis",WR,Rookie,Rookie-Draft,14000,14000,2,2,CL 3| TCV 42K| AAV 14K | Option Eligible,CL 3| TCV 42K| AAV 14K | Option Eligible,Y,,
Sex Manther,"James, Jordan",RB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
Sex Manther,"Kittle, George",TE,Veteran,Vet-FAA,29000,29000,1,1,CL 2| TCV 58K| AAV 29K,CL 2| TCV 58K| AAV 29K,Y,,
Sex Manther,"Lloyd, MarShawn",RB,(blank),Rookie-Draft,(blank),5000,(blank),1,(blank),CL 3| TCV 15K| AAV 5K,Y,Y,Y
Sex Manther,"Love, Julian",S,MYM - Vet,Vet-MYM,1000,1000,1,1,"CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K","CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K",Y,,
Sex Manther,"McCaffrey, Christian",RB,TAG,Tag,62000,62000,1,1,CL 1| TCV 62K| AAV 62K| GTD 62K| Tag| Tier 1| Formula: Avg Top 1-4 RB AAV | 10% salary floor (rounded up),CL 1| TCV 62K| AAV 62K| GTD 62K| Tag| Tier 1| Formula: Avg Top 1-4 RB AAV | 10% salary floor (rounded up),Y,,
Sex Manther,"McGowan, Seth",RB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"McKee, Tanner",QB,Veteran,Vet-WW,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Sex Manther,"Noel, Jaylin",WR,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
Sex Manther,"Odunze, Rome",WR,Rookie,Rookie-Draft,10000,10000,1,1,CL 3| TCV 30K| AAV 10K,CL 3| TCV 30K| AAV 10K,Y,,
Sex Manther,"Rice, Rashee",WR,Veteran,Vet-Ext2,25000,25000,2,2,"CL 3| TCV 55K| AAV 25K| Y1-5 Y2-25, Y3-25| Ext: LH","CL 3| TCV 55K| AAV 25K| Y1-5 Y2-25, Y3-25| Ext: LH",Y,,
Sex Manther,"Rodriguez, Jacob",LB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"Roush, Sam",TE,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"Schwesinger, Carson",LB,Rookie,Rookie-Draft,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
Sex Manther,"Shipley, Will",RB,(blank),Rookie-Draft,(blank),5000,(blank),1,(blank),CL 3| TCV 15K| AAV 5K,Y,Y,Y
Sex Manther,"Thieneman, Dillon",S,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
Sex Manther,"Tucker, Sean",RB,Vet-ERA,Vet-ERA,4000,4000,1,1,CL 1| TCV 4K| AAV 4K,CL 1| TCV 4K| AAV 4K,,,
Sex Manther,"Tuipulotu, Tuli",DE,Veteran,Vet-MYM,4000,4000,1,1,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4","CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",Y,,
Sex Manther,"Williams, Caleb",QB,Rookie,Rookie-Draft,15000,15000,1,1,CL 3| TCV 45K| AAV 15K,CL 3| TCV 45K| AAV 15K,Y,,
Sex Manther,"Williams, Kyle",WR,Rookie,Rookie-Draft,5000,5000,2,2,CL 3| TCV 15K| AAV 5K,CL 3| TCV 15K| AAV 5K,Y,,
The Long Haulers,"Ali, Rasheen",RB,(blank),Rookie-Draft,(blank),2000,(blank),1,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Beck, Carson",QB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
The Long Haulers,"Bernard, Germie",WR,R,Rookie-Draft,5000,5000,3,3,"CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K","CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K",Y,,
The Long Haulers,"Blue, Jaydon",RB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Bond, Isaiah",WR,BL,Vet-WW-BL,5000,5000,2,2,"CL 3| TCV 24K| AAV 8K| Y1-5, Y2-5, Y3-14","CL 3| TCV 24K| AAV 8K| Y1-5, Y2-5, Y3-14",Y,,
The Long Haulers,"Brown, A.J.",WR,BL,Vet-Ext1,56000,56000,1,1,"CL 2| TCV 129K| AAV 56K|Y1-73 Y2-56 | Ext: Sex, Creel, LH","CL 2| TCV 129K| AAV 56K|Y1-73 Y2-56 | Ext: Sex, Creel, LH",Y,,
The Long Haulers,"Bynum, Camryn",S,Veteran,Vet-MYM,1000,1000,1,1,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",Y,,
The Long Haulers,"Coleman, Kevin",WR,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
The Long Haulers,"Cooper, Jonathon",DE,Veteran,Vet-MYM,1000,1000,1,1,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",Y,,
The Long Haulers,"Downs, Josh",WR,EXT1,Vet-Ext1,12000,12000,1,1,CL 2|TCV 14K|AAV 12K|Y1-2 Y2-12|Ext: GRide,CL 2|TCV 14K|AAV 12K|Y1-2 Y2-12|Ext: GRide,Y,,
The Long Haulers,"Ewers, Quinn",QB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Faulk, Keldric",DE,R,Rookie-Draft,1000,1000,3,3,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",Y,,
The Long Haulers,"Fields, Malachi",WR,R,Rookie-Draft,5000,5000,3,3,"CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K","CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K",Y,,
The Long Haulers,"Gordon, Ollie",RB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Henry, Derrick",RB,BL,Vet-Ext1,44000,44000,1,1,CL 2| TCV 94K| AAV 44K|Y1-50 Y2-44| Ext: LH,CL 2| TCV 94K| AAV 44K|Y1-50 Y2-44| Ext: LH,Y,,
The Long Haulers,"Hurts, Jalen",QB,BL,Vet-Ext2-BL,67000,67000,1,1,"CL 2| TCV 84K| AAV 42K| Y1-17K, Y2-67K| Ext: Gride, Hammer","CL 2| TCV 84K| AAV 42K| Y1-17K, Y2-67K| Ext: Gride, Hammer",Y,,
The Long Haulers,"Johnson, Roschon",RB,Veteran,Vet-FAA,4000,4000,2,2,CL 3| TCV 12K| AAV 4K,CL 3| TCV 12K| AAV 4K,Y,,
The Long Haulers,"Johnson, Theo",TE,Rookie,Rookie-Draft,5000,5000,1,1,"CL 3| TCV 15K| AAV 5K| Y1-5, Y2-5, Y3-5","CL 3| TCV 15K| AAV 5K| Y1-5, Y2-5, Y3-5",Y,,
The Long Haulers,"Johnston, Quentin",WR,EXT1,Vet-Ext1,18000,18000,1,1,CL 1| TCV 18K| AAV 18K| Y1-18K| Ext: PG| GTD: 13.5K,CL 1| TCV 18K| AAV 18K| Y1-18K| Ext: PG| GTD: 13.5K,Y,,
The Long Haulers,"Lambert-Smith, KeAndre",WR,MYM - Rookie,Rookie-MYM,1000,1000,2,2,"CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K","CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K",Y,,
The Long Haulers,"Lawrence, Trevor",QB,TAG,Tag,37000,37000,1,1,CL 1| TCV 37K| AAV 37K| GTD 27.8K| Tag| Tier 2| Formula: Avg Top 6-15 QB AAV,CL 1| TCV 37K| AAV 37K| GTD 27.8K| Tag| Tier 2| Formula: Avg Top 6-15 QB AAV,Y,,
The Long Haulers,"Levis, Will",QB,Vet-ERA,Vet-ERA,1000,1000,1,1,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,,,
The Long Haulers,"Marks, Woody",RB,Rookie,Rookie-Draft,2000,2000,2,2,CL 3| TCV 6K| AAV 2K,CL 3| TCV 6K| AAV 2K,Y,,
The Long Haulers,"Mason, Jordan",RB,FL,Vet-Ext2-FL,14000,14000,2,2,"CL 3| TCV 52K| AAV 24K| Y1-14, Y2-14, Y3-24| Ext: LH","CL 3| TCV 52K| AAV 24K| Y1-14, Y2-14, Y3-24| Ext: LH| restructure: 2025",Y,Y,
The Long Haulers,"Mendoza, Fernando",QB,R,Rookie-Draft,13000,13000,3,3,"CL 3|TCV 39K|AAV 13K|Y1-13K, Y2-13K, Y3-13K|GTD: 29.3K|Keep Option as Y4Option =18K","CL 3|TCV 39K|AAV 13K|Y1-13K, Y2-13K, Y3-13K, Y4-18K Option|GTD: 29.3K",Y,Y,
The Long Haulers,"Mumpfield, Konata",WR,MYM - Rookie,Rookie-MYM,1000,1000,2,2,"CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K","CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K",Y,,
The Long Haulers,"Otton, Cade",TE,Veteran,Vet-FAA,5000,5000,2,2,"CL 3| TCV 15K| AAV 5K| Y1-5K, Y2-5K, Y3-5K","CL 3| TCV 15K| AAV 5K| Y1-5K, Y2-5K, Y3-5K",Y,,
The Long Haulers,"Smith, Brashard",RB,(blank),Rookie-Draft,(blank),2000,(blank),2,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Spears, Tyjae",RB,Vet-ERA,Vet-ERA,1000,1000,1,1,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,,,
The Long Haulers,"Tucker, Tre",WR,Veteran,Vet-WW,1000,1000,1,1,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",Y,,
The Long Haulers,"Warren, Tyler",TE,Rookie,Rookie-Draft,5000,5000,2,2,CL 3| TCV 15K| AAV 5K | Option Eligible,CL 3| TCV 15K| AAV 5K | Option Eligible,Y,,
The Long Haulers,"Washington Jr., Mike",RB,R,Rookie-Draft,2000,2000,3,3,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",Y,,
The Long Haulers,"Washington, Malik",WR,(blank),Rookie-Draft,(blank),2000,(blank),1,(blank),CL 3| TCV 6K| AAV 2K,Y,Y,Y
The Long Haulers,"Wicks, Dontayvion",WR,Veteran,Vet-MYM,1000,1000,2,2,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,Y,,
The Long Haulers,"Witherspoon, Devon",CB,TAG,Tag,3000,3000,1,1,CL 1| TCV 3K| AAV 3K| GTD 2.3K| Tag| Tier 2| Formula: Avg Top 7-12 DB AAV | 10% salary floor (rounded up),CL 1| TCV 3K| AAV 3K| GTD 2.3K| Tag| Tier 2| Formula: Avg Top 7-12 DB AAV | 10% salary floor (rounded up),Y,,
