projection_season,player_id,player_name,position,nfl_team,adp_segment,normalized_adp,weight,projected_perceived_value,projected_winning_bid,expected_reg_points,expected_reg_ppg,expected_points_per_1000_bid
2026,15404,"Jones, Ernest",LB,SEA,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16676,"Kinchens, Kamren",S,LAR,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,15727,"Knight, Bam",RB,ARI,NON_IDP,400.0,0.05,1900.3,1900.3,76.9,5.91,40.467
2026,15822,"Lloyd, Devin",LB,JAC,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,17222,"Loop, Tyler",PK,BAL,NON_IDP,400.0,0.05,1900.3,1900.3,59.54,5.803,31.332
2026,16252,"McDonald, Will",DE,NYJ,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16189,"Mims, Marvin",WR,DEN,NON_IDP,23.0,0.20851441405707477,7924.81,7924.81,106.3,7.852,13.414
2026,14163,"Simmons, Jeffery",DT,TEN,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,15259,"Stevenson, Rhamondre",RB,NEP,NON_IDP,12.5,0.282842712474619,10749.73,10749.73,100.05,7.451,9.307
2026,16036,"Tonges, Jake",TE,SFO,NON_IDP,21.333333333333332,0.21650635094610968,8228.55,8228.55,99.5,7.058,12.092
2026,15051,"Townsend, Tommy",PN,HOU,NON_IDP,400.0,0.05,1900.3,1900.3,105.44,7.834,55.486
2026,14221,"Williams, Quincy",LB,NYJ,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,11222,"Allen, Keenan",WR,LAC,NON_IDP,21.916666666666668,0.2136056563526713,8118.3,8118.3,107.29,7.922,13.216
2026,16245,"Battle, Jordan",S,CIN,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16314,"Dennis, SirVocea",LB,TBB,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
