season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2022,PN,13782,"Dickson, Michael",SEA,1,0006,Good in Da Hood,2022-03-01,2022-07-31,ROLLOVER_BASELINE,AUCTION:FreeAgent,0007,Sex Manther,0006,Good in Da Hood,CL 3| TCV 9K| AAV 3K,CL 1|,2026-04-21 22:10:28
2022,PN,13782,"Dickson, Michael",SEA,2,0007,Sex Manther,2022-07-31,2023-01-02,AUCTION:FreeAgent,SEASON_END,0007,Sex Manther,0006,Good in Da Hood,CL 3| TCV 9K| AAV 3K,CL 1|,2026-04-21 22:10:28
2023,PN,13782,"Dickson, Michael",SEA,1,0007,Sex Manther,2023-03-01,2023-10-05,ROLLOVER_BASELINE,ADDDROP:BBID,0007,Sex Manther,0007,Sex Manther,,CL 3| TCV 9K| AAV 3K,2026-04-21 22:10:33
2023,PN,13782,"Dickson, Michael",SEA,2,0009,C-Town Chivalry,2023-11-16,2023-11-23,ADDDROP:BBID,ADDDROP:BBID,0007,Sex Manther,0007,Sex Manther,,CL 3| TCV 9K| AAV 3K,2026-04-21 22:10:33
2025,PN,13782,"Dickson, Michael",SEA,1,0005,HammerTime 🔨 ⏰,2025-03-01,2025-10-22,WEEK1_SNAPSHOT,ADDDROP:FREE_AGENT,0005,HammerTime 🔨 ⏰,,,CL 1|,,2026-04-21 22:10:39
2025,PN,13782,"Dickson, Michael",SEA,2,0005,HammerTime 🔨 ⏰,2025-10-30,2025-11-21,ADDDROP:BBID,ADDDROP:BBID,0005,HammerTime 🔨 ⏰,,,CL 1|,,2026-04-21 22:10:39
2025,PN,13782,"Dickson, Michael",SEA,3,0008,Real Deal Creel,2025-11-23,2025-12-11,ADDDROP:BBID,ADDDROP:BBID,0005,HammerTime 🔨 ⏰,,,CL 1|,,2026-04-21 22:10:39
2021,PN,12842,"Dixon, Riley",NYG,1,0001,Ulterior Warrior,2021-03-01,2021-08-02,ROLLOVER_BASELINE,AUCTION:FreeAgent,0005,Run CMC,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:22
2021,PN,12842,"Dixon, Riley",NYG,2,0005,Run CMC,2021-08-02,2021-09-23,AUCTION:FreeAgent,ADDDROP:BBID,0005,Run CMC,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:22
2021,PN,12842,"Dixon, Riley",NYG,3,0005,Run CMC,2021-12-17,2022-01-03,ADDDROP:BBID,SEASON_END,0005,Run CMC,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:22
